sequence_name	Centre	Cluster
AT2G41240	1277.5	8
AT2G41240	1277.5	8
AT2G41240	1277.5	8
AT2G41240	1277.5	8
AT2G41240	1277.5	8
AT2G41240	894	8
AT2G41240	894	8
AT2G41240	893	8
AT2G41240	893	8
AT2G41240	893	8
AT2G41240	893	8
AT2G41240	883.5	8
AT2G41240	883.5	8
AT2G41240	883.5	8
AT2G41240	883.5	8
AT2G41240	879	18
AT2G41240	879	18
AT2G41240	879	18
AT2G41240	879	18
AT2G41240	878	18
AT2G41240	878	18
AT2G41240	877.5	18
AT2G41240	877.5	18
AT2G41240	877.5	18
AT2G41240	877.5	18
AT2G41240	877	18
AT2G41240	877	18
AT2G41240	876.5	18
AT2G41240	876.5	18
AT2G41240	870	8
AT2G41240	870	8
AT2G41240	870	8
AT2G41240	870	8
AT2G41240	852.5	8
AT2G41240	852.5	8
AT2G41240	852.5	8
AT2G41240	852.5	8
AT2G41240	851.5	8
AT2G41240	851.5	8
AT2G41240	851.5	8
AT2G41240	851.5	8
AT2G41240	851.5	8
AT2G41240	851.5	8
AT2G41240	851.5	8
AT2G41240	851.5	8
AT2G41240	851.5	8
AT2G41240	851.5	8
AT2G41240	851.5	8
AT2G41240	851.5	8
AT2G41240	851.5	8
AT2G41240	851.5	8
AT2G41240	851.5	8
AT2G41240	851.5	8
AT2G41240	851.5	8
AT2G41240	851.5	8
AT2G41240	851.5	8
AT2G41240	851.5	8
AT2G41240	851.5	8
AT2G41240	851.5	8
AT2G41240	851	8
AT2G41240	851	8
AT2G41240	841.5	8
AT2G41240	841.5	8
AT2G41240	841	8
AT2G41240	841	8
AT2G41240	841	8
AT2G41240	841	8
AT2G41240	840.5	8
AT2G41240	840.5	8
AT2G41240	840.5	8
AT2G41240	840.5	8
AT2G41240	840.5	8
AT2G41240	840.5	8
AT2G41240	840.5	8
AT2G41240	840.5	8
AT2G41240	840.5	8
AT2G41240	840.5	8
AT2G41240	840.5	8
AT2G41240	840.5	8
AT2G41240	840.5	8
AT2G41240	840.5	8
AT2G41240	840.5	8
AT2G41240	840.5	8
AT2G41240	840.5	8
AT2G41240	840.5	8
AT2G41240	840.5	8
AT2G41240	840.5	8
AT2G41240	840.5	8
AT2G41240	840.5	8
AT2G41240	840.5	8
AT2G41240	840.5	8
AT2G41240	840.5	8
AT2G41240	840.5	8
AT2G41240	840.5	8
AT2G41240	840.5	8
AT2G41240	840.5	8
AT2G41240	840.5	8
AT2G41240	840.5	8
AT2G41240	840.5	8
AT2G41240	840	8
AT2G41240	840	8
AT2G41240	840	8
AT2G41240	840	8
AT2G41240	839.5	8
AT2G41240	839.5	8
AT2G41240	839.5	8
AT2G41240	839.5	8
AT2G41240	839.5	8
AT2G41240	839.5	8
AT2G41240	839.5	8
AT2G41240	839.5	8
AT2G43100	1417	8
AT2G43100	1417	8
AT2G43100	1417	8
AT2G43100	1416.5	8
AT2G43100	1416.5	8
AT2G43100	1400	18
AT2G43100	1397	18
AT2G43100	1394.5	18
AT2G43100	1393.5	18
AT2G43100	1393.5	18
AT2G43100	1393.5	18
AT2G43100	1393	18
AT2G43100	870.5	18
AT2G43100	870	18
AT2G43100	233.5	8
AT2G43100	233.5	8
AT2G43100	233.5	8
AT2G43100	232.5	8
AT2G43100	232.5	8
AT2G43100	232.5	8
AT2G43100	232.5	8
AT2G43100	232.5	8
AT2G43100	232.5	8
AT2G43100	232.5	8
AT2G43100	232.5	8
AT2G43100	232.5	8
AT2G43100	232.5	8
AT2G43100	232	8
AT2G43100	231.5	8
AT2G43100	231.5	8
AT2G43100	231.5	8
AT2G43100	231.5	8
AT2G43100	169	8
AT2G44460	1436.5	8
AT2G44460	1419	8
AT2G44460	1418.5	8
AT2G44460	1152.5	8
AT2G44460	1152.5	8
AT2G44460	1151.5	8
AT2G44460	1151.5	8
AT2G44460	1151.5	8
AT2G44460	1151	8
AT2G44460	1151	8
AT2G44460	985.5	18
AT2G44460	648.5	8
AT2G44460	648.5	8
AT2G44460	648.5	8
AT2G44460	648.5	8
AT2G44460	546	18
AT2G44460	461	8
AT2G44460	460.5	8
AT2G44800	283.5	18
AT2G44800	251	18
AT2G44800	249	18
AT2G44800	246	18
AT2G46650	1488.5	8
AT2G46650	1487.5	8
AT2G46650	1487	8
AT2G46650	1486.5	8
AT2G46650	1486.5	8
AT2G46650	1486.5	8
AT2G46650	1264	18
AT2G46650	1263.5	18
AT2G46650	1263.5	18
AT2G46650	1263.5	18
AT2G46650	1262.5	18
AT2G46650	1262	18
AT2G46650	1177	18
AT2G46650	1176	18
AT2G46650	1175.5	18
AT2G46650	1175.5	18
AT2G46650	1175.5	18
AT2G46650	1175	18
AT2G46650	1174.5	18
AT2G46650	597	8
AT2G46650	203.5	8
AT2G46650	203.5	8
AT2G46650	203.5	8
AT2G46650	203.5	8
AT3G02020	1352	8
AT3G02020	1351.5	8
AT3G02020	1344.5	18
AT3G02020	1344.5	18
AT3G02020	1344	18
AT3G02020	1344	18
AT3G02020	1343.5	18
AT3G02020	1343.5	18
AT3G02020	1281	8
AT3G02020	1280.5	8
AT3G02020	229	18
AT3G02020	229	18
AT3G02020	219.5	8
AT3G02020	51.5	8
AT3G02020	51.5	8
AT3G02020	50.5	8
AT3G02020	49.5	8
AT3G03190	1361.5	18
AT3G03190	1361.5	18
AT3G03190	1361	18
AT3G03190	1360.5	18
AT3G03190	1360.5	18
AT3G03190	1345.5	8
AT3G03190	1345.5	8
AT3G03190	1345.5	8
AT3G03190	1345.5	8
AT3G03190	164	18
AT3G03190	163	18
AT3G04070	339	18
AT3G04070	339	18
AT3G04070	338	18
AT3G04070	338	18
AT3G04070	211	18
AT3G04070	211	18
AT3G04070	210	18
AT3G04070	210	18
AT3G04070	209.5	18
AT3G04070	209.5	18
AT3G04070	208.5	18
AT3G04070	208.5	18
AT3G04070	208	18
AT3G04070	208	18
AT3G08860	1354	18
AT3G08860	1194.5	18
AT3G08860	784.5	18
AT3G08860	784	18
AT3G08860	782.5	18
AT3G08860	782	18
AT3G08860	782	18
AT3G08860	368	18
AT3G08860	367.5	18
AT3G08860	366.5	18
AT3G08860	366	18
AT3G10320	1381.5	8
AT3G10320	1349	18
AT3G10320	1277	18
AT3G10320	1276.5	18
AT3G10320	511.5	18
AT3G10320	510.5	18
AT3G10320	105	8
AT3G10320	105	8
AT3G10320	105	8
AT3G10320	104	8
AT3G19270	1374	8
AT3G19270	1374	8
AT3G19270	398	8
AT3G19270	397.5	8
AT3G19500	1472	18
AT3G19500	1054	8
AT3G19500	1053	8
AT3G19500	852.5	18
AT3G19500	852	18
AT3G19500	723.5	8
AT3G19500	723.5	8
AT3G19500	723.5	8
AT3G19500	723.5	8
AT3G19500	723.5	8
AT3G19500	723	8
AT3G19500	723	8
AT3G19500	723	8
AT3G19500	723	8
AT3G19500	723	8
AT3G19500	723	8
AT3G19500	722.5	8
AT3G19500	722.5	8
AT3G19500	722.5	8
AT3G19500	722.5	8
AT3G19500	722.5	8
AT3G19500	722.5	8
AT3G19500	722.5	8
AT3G19500	722.5	8
AT3G19500	722.5	8
AT3G19500	722.5	8
AT3G19500	722.5	8
AT3G19500	722.5	8
AT3G19500	722.5	8
AT3G19500	722.5	8
AT3G19500	722.5	8
AT3G19500	722.5	8
AT3G19500	722.5	8
AT3G19500	722.5	8
AT3G19500	722.5	8
AT3G19500	722.5	8
AT3G19500	722.5	8
AT3G19500	722.5	8
AT3G19500	722.5	8
AT3G19500	722.5	8
AT3G19500	722.5	8
AT3G19500	722.5	8
AT3G19500	722.5	8
AT3G19500	722.5	8
AT3G19500	722	8
AT3G19500	722	8
AT3G19500	722	8
AT3G19500	722	8
AT3G19500	721.5	8
AT3G19500	721.5	8
AT3G19500	721.5	8
AT3G19500	702.5	8
AT3G19500	702	8
AT3G19500	702	8
AT3G19500	702	8
AT3G19500	701.5	8
AT3G19500	701.5	8
AT3G19500	701.5	8
AT3G19500	701.5	8
AT3G19500	701.5	8
AT3G19500	701.5	8
AT3G19500	701.5	8
AT3G19500	701.5	8
AT3G19500	701.5	8
AT3G19500	701.5	8
AT3G19500	701.5	8
AT3G19500	701.5	8
AT3G19500	701.5	8
AT3G19500	701.5	8
AT3G19500	701.5	8
AT3G19500	701.5	8
AT3G19500	701.5	8
AT3G19500	701.5	8
AT3G19500	701.5	8
AT3G19500	701.5	8
AT3G19500	701.5	8
AT3G19500	701.5	8
AT3G19500	701	8
AT3G19500	701	8
AT3G19500	701	8
AT3G19500	701	8
AT3G19500	701	8
AT3G19500	700.5	8
AT3G19500	700.5	8
AT3G19500	700.5	8
AT3G19500	529	18
AT3G19500	528	18
AT3G19500	527	18
AT3G19500	526	18
AT3G19710	1303.5	18
AT3G19710	1045.5	8
AT3G19710	1045.5	8
AT3G19710	1045.5	8
AT3G19710	1045	8
AT3G19710	1045	8
AT3G19710	1045	8
AT3G19710	1045	8
AT3G19710	1045	8
AT3G19710	1044.5	8
AT3G19710	1044.5	8
AT3G19710	1044.5	8
AT3G19710	1044.5	8
AT3G19710	1044.5	8
AT3G19710	1044.5	8
AT3G19710	1044.5	8
AT3G19710	1044.5	8
AT3G19710	1044.5	8
AT3G19710	1044.5	8
AT3G19710	1044.5	8
AT3G19710	1044.5	8
AT3G19710	1044.5	8
AT3G19710	1044.5	8
AT3G19710	1044.5	8
AT3G19710	1044.5	8
AT3G19710	1044	8
AT3G19710	1044	8
AT3G19710	1043.5	8
AT3G19710	1043.5	8
AT3G19710	1043.5	8
AT3G19710	1043.5	8
AT3G19710	1043.5	8
AT3G19710	1019.5	8
AT3G19710	1019.5	8
AT3G19710	1019.5	8
AT3G19710	1019.5	8
AT3G19710	1019	8
AT3G19710	1019	8
AT3G19710	1019	8
AT3G19710	1019	8
AT3G19710	1019	8
AT3G19710	1018.5	8
AT3G19710	1018.5	8
AT3G19710	1018.5	8
AT3G19710	1018.5	8
AT3G19710	1018.5	8
AT3G19710	1018.5	8
AT3G19710	1018.5	8
AT3G19710	1018.5	8
AT3G19710	1018.5	8
AT3G19710	1018.5	8
AT3G19710	1018.5	8
AT3G19710	1018.5	8
AT3G19710	1018.5	8
AT3G19710	1018.5	8
AT3G19710	1018.5	8
AT3G19710	1018.5	8
AT3G19710	1018	8
AT3G19710	1018	8
AT3G19710	1017.5	8
AT3G19710	1017.5	8
AT3G19710	1017.5	8
AT3G19710	1017.5	8
AT3G19710	1017.5	8
AT3G19710	921	18
AT3G19710	920	18
AT3G19710	919.5	18
AT3G19710	919	18
AT3G19710	918.5	18
AT3G19710	918.5	18
AT3G19710	918.5	18
AT3G19710	918	18
AT3G19710	918	18
AT3G19710	918	18
AT3G19710	917.5	18
AT3G19710	917.5	18
AT3G19710	899.5	18
AT3G19710	894	18
AT3G19710	894	18
AT3G19710	894	18
AT3G19710	893.5	18
AT3G19710	892.5	18
AT3G19710	892.5	18
AT3G19710	892.5	18
AT3G19710	892	18
AT3G19710	719.5	8
AT3G19710	439	18
AT3G22740	1367.5	18
AT3G22740	1214.5	8
AT3G22740	1164.5	8
AT3G22740	1164	8
AT3G22740	954.5	8
AT3G22740	954.5	8
AT3G22740	954.5	8
AT3G22740	890	18
AT3G22740	889	18
AT3G22740	865.5	18
AT3G22740	864.5	18
AT3G22740	864	18
AT3G22740	849.5	8
AT3G22740	849.5	8
AT3G22740	849.5	8
AT3G22740	849.5	8
AT3G22740	849	8
AT3G22740	849	8
AT3G22740	849	8
AT3G22740	849	8
AT3G22740	849	8
AT3G22740	848.5	8
AT3G22740	848.5	8
AT3G22740	848.5	8
AT3G22740	848.5	8
AT3G22740	848.5	8
AT3G22740	848.5	8
AT3G22740	848.5	8
AT3G22740	848.5	8
AT3G22740	848.5	8
AT3G22740	848.5	8
AT3G22740	848.5	8
AT3G22740	848.5	8
AT3G22740	848.5	8
AT3G22740	848.5	8
AT3G22740	848.5	8
AT3G22740	848.5	8
AT3G22740	848.5	8
AT3G22740	848.5	8
AT3G22740	848.5	8
AT3G22740	848.5	8
AT3G22740	848.5	8
AT3G22740	848.5	8
AT3G22740	848.5	8
AT3G22740	848.5	8
AT3G22740	848.5	8
AT3G22740	848.5	8
AT3G22740	848.5	8
AT3G22740	848.5	8
AT3G22740	848	8
AT3G22740	847.5	8
AT3G22740	847.5	8
AT3G22740	847.5	8
AT3G22740	847.5	8
AT3G22740	655.5	8
AT3G22740	655	8
AT3G22740	654.5	8
AT3G22740	654.5	8
AT3G22740	654.5	8
AT3G22740	654.5	8
AT3G22740	540.5	18
AT3G22740	538.5	18
AT3G22740	496.5	8
AT3G22740	451	18
AT3G22740	127.5	18
AT3G29639	1365	8
AT3G29639	1365	8
AT3G46760	1436	18
AT3G46760	1435.5	18
AT3G46760	1435.5	18
AT3G46760	1434.5	18
AT3G46760	928	18
AT3G46760	893	18
AT3G46760	853	8
AT3G46760	853	8
AT3G46760	755.5	8
AT3G46760	755.5	8
AT3G46760	755.5	8
AT3G46760	755.5	8
AT3G46760	755.5	8
AT3G46760	755.5	8
AT3G46760	560	18
AT3G46760	306	8
AT3G46760	306	8
AT3G46760	306	8
AT3G46760	305.5	8
AT3G46760	305.5	8
AT3G46760	305.5	8
AT3G46760	305.5	8
AT3G46760	305.5	8
AT3G46760	305.5	8
AT3G46760	305.5	8
AT3G46760	305.5	8
AT3G46760	305.5	8
AT3G46760	305.5	8
AT3G46760	305.5	8
AT3G46760	305	8
AT3G46760	304.5	8
AT3G46760	304.5	8
AT3G49580	103	8
AT3G49580	103	8
AT3G49580	65.5	8
AT3G49580	65.5	8
AT3G49580	65	8
AT3G49580	65	8
AT3G49580	64.5	8
AT3G49580	64.5	8
AT3G54600	1415.5	8
AT3G54600	1415	8
AT3G54600	1414.5	8
AT3G54600	1414.5	8
AT3G54600	1414.5	8
AT3G54600	1414.5	8
AT3G54600	1414.5	8
AT3G54600	1414.5	8
AT3G54600	1414.5	8
AT3G54600	1414.5	8
AT3G54600	1414.5	8
AT3G54600	1414.5	8
AT3G54600	1414.5	8
AT3G54600	1414.5	8
AT3G54600	1414.5	8
AT3G54600	1414.5	8
AT3G54600	1414.5	8
AT3G54600	1414.5	8
AT3G54600	1414	8
AT3G54600	1414	8
AT3G54600	1413.5	8
AT3G54600	1386.5	18
AT3G54600	1386	18
AT3G54600	1386	18
AT3G54600	1385.5	18
AT3G54600	1385.5	18
AT3G54600	1385.5	18
AT3G54600	1385	18
AT3G54600	1384	18
AT3G54600	1384	18
AT3G54600	1375.5	18
AT3G54600	1374.5	18
AT3G54600	1374.5	18
AT3G54600	642	18
AT3G54600	618	8
AT3G54600	618	8
AT3G54600	617	8
AT3G54600	110.5	18
AT3G58990	1393	8
AT3G58990	1393	8
AT3G58990	1392.5	8
AT3G58990	1392.5	8
AT3G58990	1371	18
AT3G58990	1371	18
AT3G58990	1370	18
AT3G58990	1369.5	18
AT3G58990	1368.5	18
AT3G58990	864	18
AT3G58990	863	18
AT3G58990	861	18
AT3G58990	842	18
AT3G58990	128.5	18
AT4G04610	1400	18
AT4G04610	1255.5	8
AT4G04610	639	18
AT4G04610	638	18
AT4G04610	638	18
AT4G04610	637.5	18
AT4G04610	637	18
AT4G04610	636.5	18
AT4G04610	636.5	18
AT4G04610	636.5	18
AT4G04610	636	18
AT4G04610	635.5	18
AT4G04610	626.5	18
AT4G04610	626.5	18
AT4G04610	626	18
AT4G04610	626	18
AT4G04610	625.5	18
AT4G04610	625.5	18
AT4G04610	625.5	18
AT4G04610	625	18
AT4G04610	624.5	18
AT4G04610	605.5	8
AT4G04610	605.5	8
AT4G04610	605.5	8
AT4G04610	604.5	8
AT4G04610	604.5	8
AT4G04610	604.5	8
AT4G04610	604.5	8
AT4G04610	604	8
AT4G04610	309	18
AT4G04810	1381.5	8
AT4G04810	1381.5	8
AT4G04810	1381.5	8
AT4G04810	1381	8
AT4G04810	1381	8
AT4G04810	1381	8
AT4G04810	1380.5	8
AT4G04810	1380.5	8
AT4G04810	1380.5	8
AT4G04810	1380.5	8
AT4G04810	1380.5	8
AT4G04810	1380.5	8
AT4G04810	1380.5	8
AT4G04810	1380.5	8
AT4G04810	1380.5	8
AT4G04810	1380.5	8
AT4G04810	1380.5	8
AT4G04810	1380.5	8
AT4G04810	1380.5	8
AT4G04810	1380.5	8
AT4G04810	1380.5	8
AT4G04810	1380.5	8
AT4G04810	1380.5	8
AT4G04810	1380.5	8
AT4G04810	1380.5	8
AT4G04810	1380.5	8
AT4G04810	1380.5	8
AT4G04810	1380.5	8
AT4G04810	1380.5	8
AT4G04810	1380.5	8
AT4G04810	1380.5	8
AT4G04810	1380.5	8
AT4G04810	1380.5	8
AT4G04810	1380.5	8
AT4G04810	1380	8
AT4G04810	1380	8
AT4G04810	1380	8
AT4G04810	1380	8
AT4G04810	1380	8
AT4G04810	1380	8
AT4G04810	1379.5	8
AT4G04810	1379.5	8
AT4G04810	1379.5	8
AT4G04810	1379.5	8
AT4G04810	1379.5	8
AT4G04810	1042.5	18
AT4G04810	994.5	8
AT4G04810	669	18
AT4G04830	1440.5	8
AT4G04830	1440.5	8
AT4G04830	1440.5	8
AT4G04830	1440	8
AT4G04830	1439.5	8
AT4G04830	1439.5	8
AT4G04830	1439.5	8
AT4G04830	1439.5	8
AT4G04830	1439.5	8
AT4G04830	1439.5	8
AT4G04830	1439.5	8
AT4G04830	1439.5	8
AT4G04830	1439.5	8
AT4G04830	1439.5	8
AT4G04830	1439.5	8
AT4G04830	1439.5	8
AT4G04830	1439.5	8
AT4G04830	1439.5	8
AT4G04830	1439.5	8
AT4G04830	1439.5	8
AT4G04830	1439.5	8
AT4G04830	1439.5	8
AT4G04830	1439.5	8
AT4G04830	1439.5	8
AT4G04830	1439.5	8
AT4G04830	1439.5	8
AT4G04830	1439.5	8
AT4G04830	1439.5	8
AT4G04830	1439.5	8
AT4G04830	1439.5	8
AT4G04830	1439.5	8
AT4G04830	1439	8
AT4G04830	1439	8
AT4G04830	1439	8
AT4G04830	1439	8
AT4G04830	1439	8
AT4G04830	1438.5	8
AT4G04830	1438.5	8
AT4G04830	1396	18
AT4G04830	1045	8
AT4G12030	1459.5	18
AT4G12030	1459	18
AT4G12030	1459	18
AT4G12030	1458.5	18
AT4G12030	1458.5	18
AT4G12030	1458.5	18
AT4G12030	1455	18
AT4G12030	1454	18
AT4G12030	1453	18
AT4G12030	1452	18
AT4G12030	1397.5	8
AT4G12030	1397.5	8
AT4G12030	1397.5	8
AT4G12030	1397.5	8
AT4G12030	1397	8
AT4G12030	1397	8
AT4G12030	1397	8
AT4G12030	1397	8
AT4G12030	1397	8
AT4G12030	1396.5	8
AT4G12030	1396.5	8
AT4G12030	1396.5	8
AT4G12030	1396.5	8
AT4G12030	1396.5	8
AT4G12030	1396.5	8
AT4G12030	1396.5	8
AT4G12030	1396.5	8
AT4G12030	1396.5	8
AT4G12030	1396.5	8
AT4G12030	1396.5	8
AT4G12030	1396.5	8
AT4G12030	1396.5	8
AT4G12030	1396.5	8
AT4G12030	1396.5	8
AT4G12030	1396.5	8
AT4G12030	1396.5	8
AT4G12030	1396.5	8
AT4G12030	1396.5	8
AT4G12030	1396.5	8
AT4G12030	1396.5	8
AT4G12030	1396.5	8
AT4G12030	1396.5	8
AT4G12030	1396.5	8
AT4G12030	1396.5	8
AT4G12030	1396.5	8
AT4G12030	1396.5	8
AT4G12030	1396.5	8
AT4G12030	1396	8
AT4G12030	1396	8
AT4G12030	1396	8
AT4G12030	1396	8
AT4G12030	1395.5	8
AT4G12030	1395.5	8
AT4G12030	1395.5	8
AT4G12030	1373.5	18
AT4G12030	1373	18
AT4G12030	1373	18
AT4G12030	1372.5	18
AT4G12030	1372.5	18
AT4G12030	1372.5	18
AT4G12030	1372	18
AT4G12030	1367	18
AT4G12030	1367	18
AT4G12030	1158	18
AT4G12030	1156	18
AT4G12030	787	18
AT4G12030	705	18
AT4G12030	80.5	18
AT4G13770	1431	18
AT4G13770	1359.5	18
AT4G13770	1343.5	8
AT4G13770	1343.5	8
AT4G13770	1343.5	8
AT4G13770	1343	8
AT4G13770	1343	8
AT4G13770	1343	8
AT4G13770	1342.5	8
AT4G13770	1342.5	8
AT4G13770	1342.5	8
AT4G13770	1342.5	8
AT4G13770	1342.5	8
AT4G13770	1342.5	8
AT4G13770	1342.5	8
AT4G13770	1342.5	8
AT4G13770	1342.5	8
AT4G13770	1342.5	8
AT4G13770	1342.5	8
AT4G13770	1342.5	8
AT4G13770	1342.5	8
AT4G13770	1342.5	8
AT4G13770	1342	8
AT4G13770	1341.5	8
AT4G13770	1316.5	18
AT4G13770	1316.5	18
AT4G13770	1316	18
AT4G13770	1316	18
AT4G13770	1315.5	18
AT4G13770	1315.5	18
AT4G13770	1315.5	18
AT4G13770	1315	18
AT4G13770	1314.5	18
AT4G13770	982	18
AT4G13770	982	18
AT4G13770	981.5	18
AT4G13770	981	18
AT4G13770	980.5	18
AT4G13770	980.5	18
AT4G13770	980.5	18
AT4G13770	980	18
AT4G13770	980	18
AT4G13770	979.5	18
AT4G13770	970.5	18
AT4G14040	1482	8
AT4G14040	1482	8
AT4G14040	1481	8
AT4G14040	1481	8
AT4G14040	1008.5	8
AT4G14040	1008.5	8
AT4G14040	1008.5	8
AT4G14040	1008	8
AT4G14040	1008	8
AT4G14040	1007.5	8
AT4G14040	1007.5	8
AT4G14040	1007.5	8
AT4G14040	1007.5	8
AT4G14040	1007.5	8
AT4G14040	1007.5	8
AT4G14040	1007.5	8
AT4G14040	1007.5	8
AT4G14040	1007.5	8
AT4G14040	1007.5	8
AT4G14040	1007.5	8
AT4G14040	1007.5	8
AT4G14040	1007.5	8
AT4G14040	1007.5	8
AT4G14040	1007.5	8
AT4G14040	1007.5	8
AT4G14040	1007.5	8
AT4G14040	1007.5	8
AT4G14040	1007.5	8
AT4G14040	1007.5	8
AT4G14040	1007.5	8
AT4G14040	1007.5	8
AT4G14040	1007.5	8
AT4G14040	1007.5	8
AT4G14040	1007.5	8
AT4G14040	1007.5	8
AT4G14040	1007.5	8
AT4G14040	1007.5	8
AT4G14040	1007	8
AT4G14040	1007	8
AT4G14040	1007	8
AT4G14040	1007	8
AT4G14040	1006.5	8
AT4G14040	1006.5	8
AT4G14040	973	18
AT4G14040	972.5	18
AT4G14040	927	18
AT4G14040	926.5	18
AT4G14040	926	18
AT4G14040	925.5	18
AT4G14040	606.5	18
AT4G14040	606	18
AT4G14040	604	18
AT4G14040	252.5	8
AT4G14040	252.5	8
AT4G14680	1303.5	8
AT4G14680	1303.5	8
AT4G14680	1303.5	8
AT4G14680	1303.5	8
AT4G14680	1303.5	8
AT4G14680	1303.5	8
AT4G14680	1302.5	8
AT4G14680	1302.5	8
AT4G14680	937	8
AT4G14680	936.5	8
AT4G14680	936.5	8
AT4G14680	936.5	8
AT4G14680	936.5	8
AT4G14680	908.5	18
AT4G14680	908	18
AT4G14680	908	18
AT4G14680	907.5	18
AT4G14680	907.5	18
AT4G14680	907.5	18
AT4G14680	906.5	18
AT4G14680	156.5	8
AT4G14680	156.5	8
AT4G14680	156	8
AT4G14680	103.5	8
AT4G25480	1379.5	8
AT4G25480	1379	8
AT4G25480	1311.5	8
AT4G25480	1311.5	8
AT4G25480	1135	8
AT4G25480	1135	8
AT4G25480	1134.5	8
AT4G25480	1134.5	8
AT4G25480	562	18
AT4G25480	282.5	18
AT4G25480	282	18
AT4G25480	280	18
AT4G25480	276	8
AT4G25480	229.5	18
AT4G25480	229	18
AT4G25480	227	18
AT4G30530	1445.5	18
AT4G30530	1445	18
AT4G30530	1444.5	18
AT4G30530	1444.5	18
AT4G30530	1444.5	18
AT4G30530	1443.5	18
AT4G30530	1441	18
AT4G30530	1441	18
AT4G30530	1440.5	18
AT4G30530	1439.5	18
AT4G30530	1439	18
AT4G30530	455	18
AT4G30530	364.5	8
AT4G30530	364.5	8
AT4G30530	364.5	8
AT4G30530	363.5	8
AT4G31354	1385.5	18
AT4G31354	1385	18
AT4G31354	1384.5	18
AT4G31354	1384.5	18
AT4G31354	1384	18
AT4G31354	1142.5	18
AT4G31354	1142	18
AT4G31354	1141.5	18
AT4G31354	1141.5	18
AT4G31354	1141	18
AT4G31354	898.5	18
AT4G31354	898	18
AT4G31354	897.5	18
AT4G31354	897.5	18
AT4G31354	897	18
AT4G31354	655.5	18
AT4G31354	655	18
AT4G31354	654.5	18
AT4G31354	654.5	18
AT4G31354	654	18
AT4G31354	411.5	18
AT4G31354	411	18
AT4G31354	410.5	18
AT4G31354	410.5	18
AT4G31354	410	18
AT4G31354	168.5	18
AT4G31354	168	18
AT4G31354	167.5	18
AT4G31354	167.5	18
AT4G31354	167	18
AT4G39940	1064	18
AT4G39940	1062.5	18
AT4G39940	1062	18
AT4G39940	1062	18
AT4G39940	1061.5	18
AT4G39940	1061.5	18
AT4G39940	1061.5	18
AT4G39940	1061	18
AT4G39940	1058.5	18
AT4G39940	1058	18
AT4G39940	1056.5	18
AT4G39940	1033.5	8
AT4G39940	1033.5	8
AT4G39940	1033	8
AT4G39940	1032.5	8
AT4G39940	626.5	18
AT4G39940	625.5	18
AT4G39940	625	18
AT4G39940	624.5	18
AT4G39940	559	8
AT4G39940	558.5	8
AT4G39940	481	8
AT4G39940	105	18
AT4G39940	79	18
AT4G39940	79	18
AT4G39940	78	18
AT4G39940	77.5	18
AT4G39940	77.5	18
AT4G39940	77.5	18
AT4G39940	77	18
AT4G39940	77	18
AT4G39940	76.5	18
AT5G01500	932	18
AT5G01500	931	18
AT5G01500	931	18
AT5G01500	379	18
AT5G01500	257.5	18
AT5G07690	1495.5	8
AT5G07690	1495.5	8
AT5G07690	1495	8
AT5G07690	1495	8
AT5G07690	1265	18
AT5G07690	610	8
AT5G07690	610	8
AT5G07690	610	8
AT5G07690	610	8
AT5G07690	609.5	8
AT5G07690	609.5	8
AT5G07690	609.5	8
AT5G07690	609.5	8
AT5G07690	609.5	8
AT5G07690	609.5	8
AT5G07690	609.5	8
AT5G07690	609.5	8
AT5G07690	609.5	8
AT5G07690	609.5	8
AT5G07690	609.5	8
AT5G07690	609.5	8
AT5G07690	609.5	8
AT5G07690	609.5	8
AT5G07690	609	8
AT5G07690	608.5	8
AT5G07690	608.5	8
AT5G07690	608.5	8
AT5G07690	101.5	8
AT5G07690	101.5	8
AT5G07690	101.5	8
AT5G07690	100.5	8
AT5G07690	100.5	8
AT5G07700	1261	8
AT5G07700	1261	8
AT5G07700	1261	8
AT5G07700	1225	18
AT5G07700	1209	8
AT5G07700	734	18
AT5G07700	733	18
AT5G07700	732.5	18
AT5G07700	731.5	18
AT5G07700	731	18
AT5G07700	700.5	8
AT5G07700	700.5	8
AT5G07700	94.5	8
AT5G07700	94.5	8
AT5G07700	94.5	8
AT5G07700	94.5	8
AT5G07880	861.5	18
AT5G07880	662	18
AT5G07880	158.5	18
AT5G07880	151.5	18
AT5G07880	151	18
AT5G07880	150.5	18
AT5G07880	149	18
AT5G07880	25	18
AT5G11425	1421	18
AT5G11425	1103.5	18
AT5G11425	1103	18
AT5G11425	1102.5	18
AT5G11425	1102.5	18
AT5G11425	1102	18
AT5G11425	372	18
AT5G11425	371.5	18
AT5G11425	45.5	8
AT5G14200	1457.5	18
AT5G14200	1457.5	18
AT5G14200	1457.5	18
AT5G14200	1456.5	18
AT5G14200	1456.5	18
AT5G14200	1456.5	18
AT5G14200	1443.5	18
AT5G14200	1443.5	18
AT5G14200	1443.5	18
AT5G14200	1435.5	8
AT5G14200	1435.5	8
AT5G14200	1435.5	8
AT5G14200	1435.5	8
AT5G14200	1435.5	8
AT5G14200	1435.5	8
AT5G14200	985	18
AT5G14200	985	18
AT5G14200	985	18
AT5G14200	984	18
AT5G14200	984	18
AT5G14200	984	18
AT5G14200	978.5	8
AT5G14200	978.5	8
AT5G14200	978.5	8
AT5G14200	978.5	8
AT5G14200	978.5	8
